"id","lon","lat","name","address","state_code","city","state_random_number","city_random_number","revenue","state_name","state_capital","population"
33,-86.7102897,33.42956176,"Starbucks - AL - Birmingham  00033","Super Target Birmingham ST-1772_4616 Highway 280_Birmingham, Alabama 35242_205-408-7687","AL","Birmingham",3,3,207742,"Alabama","Montgomery",198218
34,-86.8018,33.5062,"Starbucks - AL - Birmingham  00034","UAB Hospital North Pavilion Food Ct_619 19th Street_Birmingham, Alabama 352336544","AL","Birmingham",3,3,237994,"Alabama","Montgomery",198218
35,-86.8113765,33.37312732,"Starbucks - AL - Birmingham [WD]  00035","Hwy 150 & I-459 FLY_3032 John Hawkins Pkwy_Birmingham, Alabama 35244_205-985-0622","AL","Birmingham",3,3,209181,"Alabama","Montgomery",198218
36,-86.66982766,33.41838757,"Starbucks - AL - Birmingham [WD]  00036","Hwy 280 & Hwy 119_5405 US-280 East_Birmingham, Alabama 35242_205-995-1408","AL","Birmingham",3,3,191076,"Alabama","Montgomery",198218
37,-86.7011,33.5868,"Starbucks - AL - Birmingham [WD]  00037","Parkway East @ Roebuck Plaza Dr_9190 Parkway East_Birmingham, Alabama 35206_205-836-8201","AL","Birmingham",3,3,280445,"Alabama","Montgomery",198218
38,-86.75620223,33.50263454,"Starbucks - AL - Birmingham [W]  00038","Church at Euclid_81 Church Street_Birmingham, Alabama 35213_205-870-1554","AL","Birmingham",3,3,257701,"Alabama","Montgomery",198218
39,-86.79644474,33.50040126,"Starbucks - AL - Birmingham [W]  00039","Munger Bldg_1927 11th Avenue South_Birmingham, Alabama 35205_205-930-0802","AL","Birmingham",3,3,244781,"Alabama","Montgomery",198218
40,-86.799091,33.504689,"Starbucks - AL - Birmingham [W]  00040","University & 20th_801 20th Street South_Birmingham, Alabama 35233_205-731-1053","AL","Birmingham",3,3,186122,"Alabama","Montgomery",198218
41,-87.898099,30.601019,"Starbucks - AL - Daphne [WD]  00041","Hwy 98 near Daphne Rd_1650 US Hwy 98_Daphne, Alabama 36526_251-621-3033","AL","Daphne",3,1,128460,"Alabama","Montgomery",198218
42,-87.683099,30.377666,"Starbucks - AL - Foley [WD]  00042","Hwy 59 @ Riviera Center_2601 S. McKenzie Road_Foley, Alabama 36535_251-971-6536","AL","Foley",3,1,149071,"Alabama","Montgomery",198218
43,-87.682999,30.304936,"Starbucks - AL - Gulf Shores  00043","Target Gulf Shores T-2154_3820 Gulf Shores Pkwy_Gulf Shores, Alabama 36542_251-967-7001","AL","Gulf shores",3,1,131703,"Alabama","Montgomery",198218
44,-86.80917035,33.38072249,"Starbucks - AL - Hoover  00044","River Chase Galleria_3000 Riverchase Galleria_Hoover, Alabama 35244_205-987-4867","AL","Hoover",3,2,214595,"Alabama","Montgomery",198218
45,-86.69949,33.42254,"Starbucks - AL - Hoover [WD]  00045","Hwy 280 & Inverness Ctr Dr_4710 Hwy 280 east_Hoover, Alabama 35242_205-980-2359","AL","Hoover",3,2,173644,"Alabama","Montgomery",198218
46,-86.665699,34.7407,"Starbucks - AL - Huntsville  00046","Madison Square Mall_5901 University Drive_Huntsville, Alabama 35806_256-890-0148","AL","Huntsville",3,1,136353,"Alabama","Montgomery",198218
47,-86.68134336,34.74505961,"Starbucks - AL - Huntsville  00047","Super Target Huntsville ST-1346_6275 University Dr_Huntsville, Alabama 35806_256-922-0189","AL","Huntsville",3,1,133224,"Alabama","Montgomery",198218
48,-86.55230743,34.68203745,"Starbucks - AL - Huntsville  00048","Super Target Huntsville ST-1367_2750 Carl T Jones Dr. SE_Huntsville, Alabama 35802","AL","Huntsville",3,1,147083,"Alabama","Montgomery",198218
49,-86.58647,34.769819,"Starbucks - AL - Huntsville [WD]  00049","Memorial & Mastin Lake_3421 Memorial Drive NW_Huntsville, Alabama 35801_256-851-1463","AL","Huntsville",3,1,138429,"Alabama","Montgomery",198218
50,-86.575905,34.7266,"Starbucks - AL - Huntsville [WD]  00050","Memorial Pkwy & Hwy 72_1015 North Memorial Pkwy_Huntsville, Alabama 35801_256 539-3466","AL","Huntsville",3,1,130027,"Alabama","Montgomery",198218
51,-86.57429381,34.69111819,"Starbucks - AL - Huntsville [W]  00051","Airport Rd & Chateau Dr_800 Airport Rd_Huntsville, Alabama 35802_256-881-1240","AL","Huntsville",3,1,125808,"Alabama","Montgomery",198218
52,-86.57919788,34.72002697,"Starbucks - AL - Huntsville [W]  00052","Whitesburg Dr @ Governors Dr_2003 Whitesburg Drive_Huntsville, Alabama 35801_256-534-2991","AL","Huntsville",3,1,138121,"Alabama","Montgomery",198218
53,-88.04221,30.68976,"Starbucks - AL - Mobile  00053","Mobile Government_205 Government Plaza_Mobile, Alabama 36644_251-405-0006","AL","Mobile",3,3,252815,"Alabama","Montgomery",198218
54,-88.143477,30.697309,"Starbucks - AL - Mobile  00054","Old Shell & McGregor_4401 Old Shell Rd_Mobile, Alabama 36608_251-340-0130","AL","Mobile",3,3,252547,"Alabama","Montgomery",198218
55,-88.12661,30.673693,"Starbucks - AL - Mobile  00055","Palm- Bel Air Mall_3494 BEL AIR MALL_Mobile, Alabama 36606_251-473-3064","AL","Mobile",3,3,243596,"Alabama","Montgomery",198218
56,-88.2255057,30.67333454,"Starbucks - AL - Mobile  00056","Super Target Mobile ST-1376_790 Shillinger Road South_Mobile, Alabama 36695","AL","Mobile",3,3,205287,"Alabama","Montgomery",198218
57,-88.196698,30.681004,"Starbucks - AL - Mobile [D]  00057","Airport & Foreman_6601 Airport Blvd_Mobile, Alabama 36608","AL","Mobile",3,3,229896,"Alabama","Montgomery",198218
58,-88.072584,30.680498,"Starbucks - AL - Mobile [D]  00058","Government & Catherine_1510 Government St_Mobile, Alabama 36604_251-470-0227","AL","Mobile",3,3,266281,"Alabama","Montgomery",198218
59,-88.14309381,30.67621703,"Starbucks - AL - Mobile [WD]  00059","Airport Blvd & Downtowner_3901 Airport Blvd_Mobile, Alabama 36608_251-341-5672","AL","Mobile",3,3,250252,"Alabama","Montgomery",198218
60,-88.130514,30.687603,"Starbucks - AL - Mobile [WD]  00060","Dauphin & Du Rhu_9 Du Rhu Drive_Mobile, Alabama 36608_251-345-0865","AL","Mobile",3,3,227674,"Alabama","Montgomery",198218
61,-88.22533,30.69911,"Starbucks - AL - Mobile [WD]  00061","Airport Blvd & Schillinger_390 Schillinger Road_Mobile, Alabama 36608_251-633-7087","AL","Mobile",3,3,237266,"Alabama","Montgomery",198218
62,-88.122539,30.6761,"Starbucks - AL - Mobile [WD]  00062","I-65 @ Airport Blvd_3255 Airport Blvd_Mobile, Alabama 36606_251-473-6204","AL","Mobile",3,3,264372,"Alabama","Montgomery",198218
63,-88.190499,30.661638,"Starbucks - AL - Mobile [WD]  00063","Hillcrest & Greelot_1363 Hillcrest Rd_Mobile, Alabama 36695_251-776-1161","AL","Mobile",3,3,238163,"Alabama","Montgomery",198218
64,-86.181656,32.338634,"Starbucks - AL - Montgomery [D]  00064","Taylor & Vaughn_7790 Vaughn_Montgomery, Alabama 36116_334-277-2360","AL","Montgomery",3,3,248193,"Alabama","Montgomery",198218
65,-86.183853,32.3825,"Starbucks - AL - Montgomery [WD]  00065","Atlanta Hwy & McLemore_6501 Atlanta Hwy_Montgomery, Alabama 36101_334-396-3036","AL","Montgomery",3,3,221805,"Alabama","Montgomery",198218
66,-86.18089,32.3399,"Starbucks - AL - Montgomery [WD]  00066","I-85 & Taylor Rd_6911 East Chase Parkway_Montgomery, Alabama 36117_334-260-0538","AL","Montgomery",3,3,241437,"Alabama","Montgomery",198218
67,-86.26356801,32.35239312,"Starbucks - AL - Montgomery [WD]  00067","Zelda Rd @ Carter Hill Rd_3110 Zelda Road_Montgomery, Alabama 36106_334-213-5491","AL","Montgomery",3,3,257224,"Alabama","Montgomery",198218
68,-86.21922302,32.35217285,"Starbucks - AL - Montgomery [W]  00068","Eastern Blvd - Montgomery_2107  Eastern Blvd_Montgomery, Alabama 36107_334-271-2515","AL","Montgomery",3,3,254229,"Alabama","Montgomery",198218
69,-86.773962,33.484513,"Starbucks - AL - Mountain Brook [W]  00069","Cahaba & Hollywood_2738 Cahabe Rd_Mountain Brook, Alabama 25223_205-868-9130","AL","Mountain brook",3,1,153470,"Alabama","Montgomery",198218
70,-85.40687104,32.6280937,"Starbucks - AL - Opelika  00070","Target Opelika T-1499_2130 Hamilton Place North_Opelika, Alabama 36801","AL","Opelika",3,2,188309,"Alabama","Montgomery",198218
71,-85.3928,32.6548,"Starbucks - AL - Opelika [WD]  00071","I-85 @ Hwy 280_2056 Interstate Drive_Opelika, Alabama 36801_334-745-0885","AL","Opelika",3,2,170508,"Alabama","Montgomery",198218
72,-85.842,33.5927,"Starbucks - AL - Oxford  00072","Target Oxford T-2153_400 Oxford Exchange Blvd_Oxford, Alabama 36203_256-231-2900","AL","Oxford",3,2,208586,"Alabama","Montgomery",198218
73,-85.82810247,33.60858102,"Starbucks - AL - Oxford [D]  00073","I-20 & Hwy 21_1011 Hwy 21 South_Oxford, Alabama 36203_256-832-3820","AL","Oxford",3,2,143894,"Alabama","Montgomery",198218
74,-87.852027,30.669385,"Starbucks - AL - Spanish Fort [D]  00074","I-10 & Hwy 181_30350 State Hwy 181_Spanish Fort, Alabama 36527_251-626-3180","AL","Spanish fort",3,1,117743,"Alabama","Montgomery",198218
75,-86.63801947,33.60234164,"Starbucks - AL - Trussville  00075","Super Target Trussville ST-1773_1654 Gadsden Highway_Trussville, Alabama 35235_205-655-6950","AL","Trussville",3,1,115660,"Alabama","Montgomery",198218
76,-86.64673,33.59541,"Starbucks - AL - Trussville [WD]  00076","US Hwy 11 & I-459_1420 Gadsden Hwy_Trussville, Alabama 35235_205-661-3201","AL","Trussville",3,1,150989,"Alabama","Montgomery",198218
77,-87.51826693,33.20120805,"Starbucks - AL - Tuscaloosa  00077","Super Target Tuscaloosa ST-1787_1901 13th Ave E_Tuscaloosa, Alabama 35404","AL","Tuscaloosa",3,2,207444,"Alabama","Montgomery",198218
78,-87.54677614,33.21231052,"Starbucks - AL - Tuscaloosa  00078","U of AL - Ferguson Cntr_1000 McCorvey Dr._Tuscaloosa, Alabama 35487_205-348-9143","AL","Tuscaloosa",3,2,186658,"Alabama","Montgomery",198218
79,-86.797593,33.421892,"Starbucks - AL - Vestavia Hills [WD]  00079","Montgomery Hwy & Canyon Dr_700 Montgomery Hwy_Vestavia Hills, Alabama 35216_205-978-2892","AL","Vestavia hills",3,2,186617,"Alabama","Montgomery",198218
80,-86.735925,33.455541,"Starbucks - AL - Vestavia Hills [WD]  00080","Cahaba Heights & Dolly Ridge Rd_3130 Cahaba Heights Rd_Vestavia Hills, Alabama 35243_205-298-7946","AL","Vestavia hills",3,2,181584,"Alabama","Montgomery",198218
81,-94.21321152,36.35696718,"Starbucks - AR - Bentonville  00081","Hwy 71B & 14th St_1401 S Walton Blvd_Bentonville, Arkansas 72712_479-254-0943","AR","Bentonville",1,1,85669,"Arkansas","Little Rock",197881
82,-92.53446,34.60255,"Starbucks - AR - Bryant  00082","Target Bryant T-2204_7377 Alcoa Rd_Bryant, Arkansas 72022","AR","Bryant",1,1,65478,"Arkansas","Little Rock",197881
83,-92.3874,35.0785,"Starbucks - AR - Conway  00083","Target Conway T-1891_501 Elsinger Blvd_Conway, Arkansas 72032","AR","Conway",1,2,102069,"Arkansas","Little Rock",197881
84,-92.41866,35.09135,"Starbucks - AR - Conway [WD]  00084","Hwy 64 & Museum_905 East Oak Street_Conway, Arkansas 72032_501-505-8326","AR","Conway",1,2,94775,"Arkansas","Little Rock",197881
85,-92.43947287,35.11074111,"Starbucks - AR - Conway [WD]  00085","Hwy 65 & O'Bryant_1155 Hwy 65 North_Conway, Arkansas 72032_501-327-5278","AR","Conway",1,2,110136,"Arkansas","Little Rock",197881
86,-94.145299,36.123007,"Starbucks - AR - Fayetteville [D]  00086","College & Joyce_3901 Shiloh Drive_Fayetteville, Arkansas 72703_479-444-3380","AR","Fayetteville",1,2,103493,"Arkansas","Little Rock",197881
87,-94.36294976,35.3587282,"Starbucks - AR - Fort Smith [D]  00087","I-540 & Rogers Ave_6203 Rogers Ave_Fort Smith, Arkansas 72903_479-478-9982","AR","Fort smith",1,1,83497,"Arkansas","Little Rock",197881
88,-93.06209925,34.45764525,"Starbucks - AR - Hot Springs [D]  00088","Central Ave & Buena Vista_3948 Central Ave_Hot Springs, Arkansas 71913_501-525-5023","AR","Hot springs",1,1,81479,"Arkansas","Little Rock",197881
89,-90.66704,35.821236,"Starbucks - AR - Jonesboro  00089","Target Jonesboro T-1919_3000 E Highland Dr_Jonesboro, Arkansas 72401_870-934-9661","AR","Jonesboro",1,1,79537,"Arkansas","Little Rock",197881
90,-92.38191429,34.74577386,"Starbucks - AR - Little Rock  00090","Baptist Health - Little Rock_9601 Lile Drive_Little Rock, Arkansas 72205_501-202-2000","AR","Little rock",1,3,160508,"Arkansas","Little Rock",197881
91,-92.4126917,34.75204348,"Starbucks - AR - Little Rock  00091","Kroger - Little Rock AR #608_16105 D Chenal Pkwy_Little Rock, Arkansas 72211","AR","Little rock",1,3,127774,"Arkansas","Little Rock",197881
92,-92.21905583,34.72769385,"Starbucks - AR - Little Rock [A]  00092","LIT - Little Rock Simply Books_1 Airport Rd_Little Rock, Arkansas 71202","AR","Little rock",1,3,145845,"Arkansas","Little Rock",197881
93,-92.4149,34.798,"Starbucks - AR - Little Rock [D]  00093","Hwy 10 & Sam Peck_12901 Cantrell_Little Rock, Arkansas 72227_501-954-7596","AR","Little rock",1,3,148045,"Arkansas","Little Rock",197881
94,-92.379005,34.75911,"Starbucks - AR - Little Rock [D]  00094","Rodney Parham & Treasure Hill_9401 N. Rodney Parham Rd_Little Rock, Arkansas 72227_501-223-9177","AR","Little rock",1,3,170081,"Arkansas","Little Rock",197881
95,-92.35743226,34.77140489,"Starbucks - AR - Little Rock [WD]  00095","Cantrell & Mississippi_7525 Cantrell Rd_Little Rock, Arkansas 72207_501-603-0094","AR","Little rock",1,3,165765,"Arkansas","Little Rock",197881
96,-92.40416376,34.74810967,"Starbucks - AR - Little Rock [W]  00096","Chenal & Financial Center_11401 Financial Centre Parkway, Suite D_Little Rock, Arkansas 72211_501-219-2337","AR","Little rock",1,3,141504,"Arkansas","Little Rock",197881
97,-92.33723,34.770222,"Starbucks - AR - Little Rock [W]  00097","Kavanaugh & Pierce_5719 Kavanaugh Street_Little Rock, Arkansas 72207_501-603-9230","AR","Little rock",1,3,157646,"Arkansas","Little Rock",197881
98,-92.341099,34.753007,"Starbucks - AR - Little Rock [W]  00098","University & W. Markham_201 N University Ave_Little Rock, Arkansas 72205_501-664-4865","AR","Little rock",1,3,145350,"Arkansas","Little Rock",197881
99,-92.2551,34.7993,"Starbucks - AR - North LIttle Rock [D]  00099","JFK & McCain_4824 JFK_North LIttle Rock, Arkansas 72116_501-812-0913","AR","North little rock",1,1,78589,"Arkansas","Little Rock",197881
100,-92.22356,34.789467,"Starbucks - AR - North Little Rock  00100","Hwy 67 & McCain_4120 E. McCain_North Little Rock, Arkansas 72116_501-955-3450","AR","North little rock",1,1,88735,"Arkansas","Little Rock",197881
101,-94.18313137,36.31955482,"Starbucks - AR - Rogers  00101","Pinnacle Hills Promanade_2203 So. 45th Street_Rogers, Arkansas 72758_479-936-7691","AR","Rogers",1,3,140690,"Arkansas","Little Rock",197881
102,-94.179842,36.3349,"Starbucks - AR - Rogers [D]  00102","Walnut & 46th_4520 W Walnut_Rogers, Arkansas 72756_479-936-8250","AR","Rogers",1,3,162232,"Arkansas","Little Rock",197881
103,-94.1589,36.2834,"Starbucks - AR - Rogers [WD]  00103","I-540 & Pleasant Grove_2605 W Pleasant Grove Road_Rogers, Arkansas 72758_479-986-8875","AR","Rogers",1,3,133200,"Arkansas","Little Rock",197881
104,-94.1879,36.304601,"Starbucks - AR - Rogers [WD]  00104","Pinnacle Hills & Northgate_3351 Pinnacle Hills Parkway_Rogers, Arkansas 72758_479-464-0398","AR","Rogers",1,3,127800,"Arkansas","Little Rock",197881
105,-94.356399,35.466507,"Starbucks - AR - Van Buren [D]  00105","Hwy 59 & Rena_2008 FAYETTEVILLE RD_Van Buren, Arkansas 72956_479-471-8187","AR","Van buren",1,1,80487,"Arkansas","Little Rock",197881
106,-112.1347187,33.86405429,"Starbucks - AZ - Anthem  00106","Safeway-Anthem #1726_3655 W Anthem Way_Anthem, Arizona 85086","AZ","Anthem",6,2,291012,"Arizona","Phoenix",1660272
107,-112.1344948,33.86381987,"Starbucks - AZ - Anthem [WD]  00107","Anthem & I-17, Anthem_3640 W. Anthem Way_Anthem, Arizona 850860416_623-551-5407","AZ","Anthem",6,2,274834,"Arizona","Phoenix",1660272
108,-111.57396,33.415339,"Starbucks - AZ - Apache Junction [WD]  00108","Apache Trail & Delaware, Apache Jun_2580 W. Apache Trail_Apache Junction, Arizona 852205205_480-982-2346","AZ","Apache junction",6,1,169002,"Arizona","Phoenix",1660272
109,-112.287081,33.493493,"Starbucks - AZ - Avondale [WD]  00109","Indian School & 107 Ave, Avondale_10585 W. Indian School Rd_Avondale, Arizona 85323_623-872-1602","AZ","Avondale",6,1,207823,"Arizona","Phoenix",1660272
110,-112.3050986,33.43536059,"Starbucks - AZ - Avondale [W]  00110","115th Ave. & Buckeye, Avondale_11435 W. Buckeye Road_Avondale, Arizona 853236812_623-936-0591","AZ","Avondale",6,1,222579,"Arizona","Phoenix",1660272
111,-112.2753599,33.46464844,"Starbucks - AZ - Avondale [W]  00111","Mc Dowell & 99th, Avondale_10030 W.  McDowell Road, Suite 160_Avondale, Arizona 853234858_623-907-0917","AZ","Avondale",6,1,216828,"Arizona","Phoenix",1660272
112,-114.5864543,35.12158199,"Starbucks - AZ - Bullhead City  00112","Safeway-Bullhead City #248_1751 Highway 95_Bullhead City, Arizona 86442","AZ","Bullhead city",6,1,179207,"Arizona","Phoenix",1660272
113,-111.8655,34.5658,"Starbucks - AZ - Camp Verde [WD]  00113","I-17 & Hwy 260, Camp Verde_1620 W. Highway 260_Camp Verde, Arizona 863225203_928-567-0274","AZ","Camp verde",6,1,211271,"Arizona","Phoenix",1660272
114,-111.740086,32.89571681,"Starbucks - AZ - Casa Grande  00114","Safeway-Casa Grande #1706_1637 N Trekel Rd_Casa Grande, Arizona 85222","AZ","Casa grande",6,1,212122,"Arizona","Phoenix",1660272
115,-111.806444,33.21903128,"Starbucks - AZ - Chandler  00115","Albertsons-Chandler #1021_2935 E Riggs Road_Chandler, Arizona 85249","AZ","Chandler",6,3,396991,"Arizona","Phoenix",1660272
116,-111.9124763,33.31998926,"Starbucks - AZ - Chandler  00116","Albertsons-Chandler #997_4060 West Ray Rd_Chandler, Arizona 85226","AZ","Chandler",6,3,360136,"Arizona","Phoenix",1660272
117,-111.789399,33.234573,"Starbucks - AZ - Chandler  00117","Bashas' - Chandler #161_4940 S Gilbert Rd_Chandler, Arizona 85249","AZ","Chandler",6,3,323838,"Arizona","Phoenix",1660272
118,-111.8228735,33.32087638,"Starbucks - AZ - Chandler  00118","Safeway-Chandler #1605_1060 E Ray Rd_Chandler, Arizona 85225_480-855-5005","AZ","Chandler",6,3,358944,"Arizona","Phoenix",1660272
119,-111.9015716,33.30567804,"Starbucks - AZ - Chandler  00119","The Great Indoors-Chandler_3460 W. Chandler Blvd_Chandler, Arizona 85244","AZ","Chandler",6,3,408878,"Arizona","Phoenix",1660272
120,-111.8585749,33.23378805,"Starbucks - AZ - Chandler  00120","Safeway-Chandler #1566_4970 S Alma School Rd_Chandler, Arizona 85248","AZ","Chandler",6,3,386444,"Arizona","Phoenix",1660272
121,-111.84192,33.30353,"Starbucks - AZ - Chandler  00121","San Marcos Resorts and Conference_One San Marcos Place_Chandler, Arizona 85225","AZ","Chandler",6,3,373449,"Arizona","Phoenix",1660272
122,-111.84123,33.28584,"Starbucks - AZ - Chandler [WD]  00122","Arizona Ave & Loop 202, Chandler_1395 S. Arizona Avenue_Chandler, Arizona 85248_480-857-2410","AZ","Chandler",6,3,370594,"Arizona","Phoenix",1660272
123,-111.9118504,33.31999187,"Starbucks - AZ - Chandler [WD]  00123","McClintock & Ray, Chandler_4030 W. Ray Road_Chandler, Arizona 85226_480-752-8522","AZ","Chandler",6,3,392849,"Arizona","Phoenix",1660272
124,-111.9684795,33.31760813,"Starbucks - AZ - Chandler [W]  00124","54th St. & Ray Rd., Chandler_885 N. 54th Street_Chandler, Arizona 852261528_480-496-0147","AZ","Chandler",6,3,415719,"Arizona","Phoenix",1660272
125,-111.9482622,33.30531037,"Starbucks - AZ - Chandler [W]  00125","Chandler & Kyrene, Chandler_6140 West Chandler Blvd_Chandler, Arizona 85226_480-893-1923","AZ","Chandler",6,3,353959,"Arizona","Phoenix",1660272
